]®VHø00/00/0000, 00:00:00, Master Init Complete
05/08/2012, 14:53:22, Note,6
05/08/2012, 14:53:22, Note,7
05/08/2012, 14:53:22, Note,8
05/08/2012, 14:53:22, Note,7
05/08/2012, 14:53:22, Note,6
05/08/2012, 14:53:22, Note,5
05/08/2012, 14:53:22, Note,4
05/08/2012, 14:53:22, Note,3
05/08/2012, 14:53:23, Note,3
05/08/2012, 14:53:23, Note,4
05/08/2012, 14:53:23, Note,2
05/08/2012, 14:53:23, Note,5
05/08/2012, 14:53:23, Note,4
05/08/2012, 14:53:23, Note,6
05/08/2012, 14:53:23, Note,5
05/08/2012, 14:53:23, Note,7
05/08/2012, 14:53:24, Note,3
05/08/2012, 14:53:24, Note,4
05/08/2012, 14:53:24, Switching to instrument 1
05/08/2012, 14:53:24, Note,8
05/08/2012, 14:53:24, Note,4
05/08/2012, 14:53:25, Note,7
05/08/2012, 14:53:25, Note,4
05/08/2012, 14:53:27, Note,8
05/08/2012, 14:53:27, Note,5
05/08/2012, 14:53:27, Note,4
05/08/2012, 14:53:27, Note,3
05/08/2012, 14:53:28, Note,4
05/08/2012, 14:53:28, Note,5
05/08/2012, 14:53:28, Note,7
05/08/2012, 14:53:28, Note,2
05/08/2012, 14:53:28, Note,2
05/08/2012, 14:53:28, Note,7
05/08/2012, 14:53:28, Note,6
05/08/2012, 14:53:28, Note,2
05/08/2012, 14:53:28, Note,1
05/08/2012, 14:53:28, Note,7
05/08/2012, 14:53:29, Note,2
05/08/2012, 14:53:29, Note,8
05/08/2012, 14:53:29, Note,1
05/08/2012, 14:53:29, Note,7
05/08/2012, 14:53:29, Note,7
05/08/2012, 14:53:29, Note,5
05/08/2012, 14:53:29, Note,7
05/08/2012, 14:53:30, Note,6
05/08/2012, 14:53:30, Note,5
05/08/2012, 14:53:30, Note,3
05/08/2012, 14:53:31, Note,3
05/08/2012, 14:53:31, Note,5
05/08/2012, 14:53:31, Note,4
05/08/2012, 14:53:31, Switching to instrument 2
05/08/2012, 14:53:31, Note,3
05/08/2012, 14:53:31, Note,5
05/08/2012, 14:53:31, Note,3
05/08/2012, 14:53:31, Note,2
05/08/2012, 14:53:32, Note,6
05/08/2012, 14:53:32, Note,6
05/08/2012, 14:53:33, Note,8
05/08/2012, 14:53:33, Switching to instrument 3
05/08/2012, 14:53:33, Note,8
05/08/2012, 14:53:33, Note,7
05/08/2012, 14:53:34, Note,6
05/08/2012, 14:53:34, Note,5
05/08/2012, 14:53:34, Note,8
05/08/2012, 14:53:34, Note,4
05/08/2012, 14:53:34, Note,8
05/08/2012, 14:53:34, Note,5
05/08/2012, 14:53:35, Note,1
05/08/2012, 14:53:35, Note,4
05/08/2012, 14:53:35, Note,2
05/08/2012, 14:53:35, Note,4
05/08/2012, 14:53:35, Note,1
05/08/2012, 14:53:35, Note,6
05/08/2012, 14:53:35, Note,4
05/08/2012, 14:53:35, Note,2
05/08/2012, 14:53:35, Note,7
05/08/2012, 14:53:35, Note,4
05/08/2012, 14:53:35, Note,4
05/08/2012, 14:53:35, Note,3
05/08/2012, 14:53:35, Note,7
05/08/2012, 14:53:35, Note,3
05/08/2012, 14:53:36, Note,5
05/08/2012, 14:53:36, Note,4
05/08/2012, 14:53:36, Note,5
05/08/2012, 14:53:36, Note,6
05/08/2012, 14:53:36, Note,3
05/08/2012, 14:53:36, Note,4
05/08/2012, 14:53:36, Note,4
05/08/2012, 14:53:36, Note,3
05/08/2012, 14:53:36, Note,2
05/08/2012, 14:53:37, Note,6
05/08/2012, 14:53:37, Switching to instrument 4
05/08/2012, 14:53:37, Note,5
05/08/2012, 14:53:37, Note,3
05/08/2012, 14:53:37, Note,4
05/08/2012, 14:53:37, Note,5
05/08/2012, 14:53:37, Note,6
05/08/2012, 14:53:37, Note,6
05/08/2012, 14:53:37, Note,7
05/08/2012, 14:53:37, Note,8
05/08/2012, 14:53:38, Note,8
05/08/2012, 14:53:38, Note,6
05/08/2012, 14:53:38, Note,6
05/08/2012, 14:53:38, Note,5
05/08/2012, 14:53:38, Note,8
05/08/2012, 14:53:39, Note,5
05/08/2012, 14:53:39, Note,8
05/08/2012, 14:53:39, Note,2
05/08/2012, 14:53:39, Note,1
05/08/2012, 14:53:39, Note,2
05/08/2012, 14:53:39, Note,1
05/08/2012, 14:53:39, Note,2
05/08/2012, 14:53:39, Note,3
05/08/2012, 14:53:39, Note,4
05/08/2012, 14:53:40, Note,1
05/08/2012, 14:53:40, Note,3
05/08/2012, 14:53:40, Note,4
05/08/2012, 14:53:40, Note,2
05/08/2012, 14:53:40, Note,5
05/08/2012, 14:53:40, Note,1
05/08/2012, 14:53:40, Note,5
05/08/2012, 14:53:40, Note,4
05/08/2012, 14:53:40, Note,4
05/08/2012, 14:53:40, Note,1
05/08/2012, 14:53:40, Note,1
05/08/2012, 14:53:40, Note,3
05/08/2012, 14:53:41, Note,1
05/08/2012, 14:53:41, Note,2
05/08/2012, 14:53:41, Note,6
05/08/2012, 14:53:41, Note,8
05/08/2012, 14:53:41, Note,3
05/08/2012, 14:53:41, Note,2
05/08/2012, 14:53:41, Note,1
05/08/2012, 14:53:42, Note,2
05/08/2012, 14:53:42, Note,6
05/08/2012, 14:53:42, Note,7
05/08/2012, 14:53:42, Note,3
05/08/2012, 14:53:43, Note,3
05/08/2012, 14:53:44, Switching to noises
05/08/2012, 14:53:46, Note,5
05/08/2012, 14:53:46, Note,3
05/08/2012, 14:53:46, Note,5
05/08/2012, 14:53:46, Note,4
05/08/2012, 14:53:46, Note,4
05/08/2012, 14:53:46, Note,3
05/08/2012, 14:53:46, Note,2
05/08/2012, 14:53:47, Note,5
05/08/2012, 14:53:47, Note,3
05/08/2012, 14:53:47, Note,1
05/08/2012, 14:53:47, Note,6
05/08/2012, 14:53:47, Note,4
05/08/2012, 14:53:47, Note,3
05/08/2012, 14:53:47, Note,5
05/08/2012, 14:53:47, Note,6
05/08/2012, 14:53:47, Note,3
05/08/2012, 14:53:47, Note,5
05/08/2012, 14:53:47, Note,6
05/08/2012, 14:53:48, Note,3
05/08/2012, 14:53:48, Note,6
05/08/2012, 14:53:48, Note,5
05/08/2012, 14:53:48, Note,3
05/08/2012, 14:53:48, Note,6
05/08/2012, 14:53:48, Note,5
05/08/2012, 14:53:49, Note,8
05/08/2012, 14:53:49, Note,3
05/08/2012, 14:53:49, Note,4
05/08/2012, 14:53:49, Note,6
05/08/2012, 14:53:49, Note,1
05/08/2012, 14:53:49, Note,6
05/08/2012, 14:53:49, Note,1
05/08/2012, 14:53:49, Note,7
05/08/2012, 14:53:50, Note,1
05/08/2012, 14:53:50, Note,2
05/08/2012, 14:53:50, Note,1
05/08/2012, 14:53:50, Note,1
05/08/2012, 14:53:50, Note,7
05/08/2012, 14:53:50, Note,6
05/08/2012, 14:53:50, Note,1
05/08/2012, 14:53:50, Note,2
05/08/2012, 14:53:51, Note,6
05/08/2012, 14:53:51, Note,1
05/08/2012, 14:53:51, Note,7
05/08/2012, 14:53:51, Note,2
05/08/2012, 14:53:51, Note,1
05/08/2012, 14:53:51, Note,8
05/08/2012, 14:53:51, Note,7
05/08/2012, 14:53:51, Note,3
05/08/2012, 14:53:51, Note,1
05/08/2012, 14:53:51, Note,2
05/08/2012, 14:53:51, Note,6
05/08/2012, 14:53:51, Note,1
05/08/2012, 14:53:52, Note,7
05/08/2012, 14:53:52, Note,6
05/08/2012, 14:53:52, Note,5
05/08/2012, 14:53:52, Note,3
05/08/2012, 14:53:52, Note,6
05/08/2012, 14:53:52, Note,7
05/08/2012, 14:53:52, Note,7
05/08/2012, 14:53:52, Note,6
05/08/2012, 14:53:52, Note,5
05/08/2012, 14:53:53, Note,6
05/08/2012, 14:53:53, Note,4
05/08/2012, 14:53:53, Note,1
05/08/2012, 14:53:53, Note,5
05/08/2012, 14:53:53, Note,1
05/08/2012, 14:53:53, Note,3
05/08/2012, 14:53:53, Note,6
05/08/2012, 14:53:53, Note,3
05/08/2012, 14:53:53, Note,5
05/08/2012, 14:53:53, Note,7
05/08/2012, 14:53:53, Note,6
05/08/2012, 14:53:53, Note,1
05/08/2012, 14:53:53, Note,3
05/08/2012, 14:53:53, Note,7
05/08/2012, 14:53:54, Note,5
05/08/2012, 14:53:54, Note,8
05/08/2012, 14:53:54, Note,8
05/08/2012, 14:53:54, Note,5
05/08/2012, 14:53:54, Note,1
05/08/2012, 14:53:55, Note,6
05/08/2012, 14:53:55, Note,5
05/08/2012, 14:53:55, Note,4
05/08/2012, 14:53:55, Note,1
05/08/2012, 14:53:55, Note,6
05/08/2012, 14:53:56, Note,4
05/08/2012, 14:53:56, Note,5
05/08/2012, 14:53:56, Note,6
05/08/2012, 14:53:56, Note,6
05/08/2012, 14:53:56, Switching to instrument 0
05/08/2012, 14:53:56, Note,7
05/08/2012, 14:53:56, Note,5
05/08/2012, 14:53:56, Note,6
05/08/2012, 14:53:56, Note,8
05/08/2012, 14:53:57, Note,7
05/08/2012, 14:53:57, Note,6
05/08/2012, 14:53:57, Note,6
05/08/2012, 14:53:57, Note,6
05/08/2012, 14:53:57, Note,4
05/08/2012, 14:53:57, Note,5
05/08/2012, 14:53:57, Note,4
05/08/2012, 14:53:58, Note,4
05/08/2012, 14:53:58, Note,4
05/08/2012, 14:53:59, Note,2
05/08/2012, 14:53:59, Note,1
05/08/2012, 14:53:59, Switching to instrument 1
05/08/2012, 14:53:59, Switching to instrument 2
05/08/2012, 14:53:59, Switching to instrument 3
05/08/2012, 14:54:01, Note,2
05/08/2012, 14:54:01, Note,3
05/08/2012, 14:54:01, Note,6
05/08/2012, 14:54:01, Note,4
05/08/2012, 14:54:01, Note,6
05/08/2012, 14:54:01, Note,5
05/08/2012, 14:54:01, Note,4
05/08/2012, 14:54:01, Note,6
05/08/2012, 14:54:02, Note,5
05/08/2012, 14:54:02, Note,4
05/08/2012, 14:54:02, Note,6
05/08/2012, 14:54:02, Note,5
05/08/2012, 14:54:02, Note,6
05/08/2012, 14:54:02, Note,3
05/08/2012, 14:54:02, Note,5
05/08/2012, 14:54:02, Note,5
05/08/2012, 14:54:03, Note,4
05/08/2012, 14:54:03, Note,3
05/08/2012, 14:54:03, Note,3
05/08/2012, 14:54:03, Note,6
05/08/2012, 14:54:03, Note,2
05/08/2012, 14:54:03, Note,5
05/08/2012, 14:54:05, Note,6
05/08/2012, 14:54:05, Note,6
05/08/2012, 14:54:05, Note,6
05/08/2012, 14:54:06, Note,6
05/08/2012, 14:54:07, Note,2
05/08/2012, 14:54:07, Note,4
05/08/2012, 14:54:07, Note,3
05/08/2012, 14:54:07, Switching to instrument 4
05/08/2012, 14:54:07, Note,3
05/08/2012, 14:54:07, Note,2
05/08/2012, 14:54:07, Note,4
05/08/2012, 14:54:07, Switching to noises
05/08/2012, 14:54:07, Note,2
05/08/2012, 14:54:07, Note,3
05/08/2012, 14:54:08, Note,3
05/08/2012, 14:54:09, Note,8
05/08/2012, 14:54:09, Note,3
05/08/2012, 14:54:09, Note,2
05/08/2012, 14:54:09, Note,1
05/08/2012, 14:54:09, Note,3
05/08/2012, 14:54:09, Note,4
05/08/2012, 14:54:09, Note,1
05/08/2012, 14:54:09, Note,4
05/08/2012, 14:54:09, Note,2
05/08/2012, 14:54:09, Note,2
05/08/2012, 14:54:09, Note,3
05/08/2012, 14:54:10, Note,2
05/08/2012, 14:54:10, Note,4
05/08/2012, 14:54:10, Note,3
05/08/2012, 14:54:10, Note,4
05/08/2012, 14:54:10, Note,5
05/08/2012, 14:54:10, Note,5
05/08/2012, 14:54:10, Note,4
05/08/2012, 14:54:10, Note,5
05/08/2012, 14:54:10, Note,5
05/08/2012, 14:54:10, Note,6
05/08/2012, 14:54:10, Note,4
05/08/2012, 14:54:10, Note,5
05/08/2012, 14:54:10, Note,4
05/08/2012, 14:54:11, Note,5
05/08/2012, 14:54:11, Note,5
05/08/2012, 14:54:11, Note,6
05/08/2012, 14:54:11, Note,5
05/08/2012, 14:54:11, Note,6
05/08/2012, 14:54:11, Note,5
05/08/2012, 14:54:11, Note,6
05/08/2012, 14:54:11, Note,2
05/08/2012, 14:54:11, Note,7
05/08/2012, 14:54:11, Note,8
05/08/2012, 14:54:11, Note,1
05/08/2012, 14:54:12, Note,7
05/08/2012, 14:54:12, Note,6
05/08/2012, 14:54:12, Note,5
05/08/2012, 14:54:12, Note,3
05/08/2012, 14:54:12, Note,4
05/08/2012, 14:54:12, Note,3
05/08/2012, 14:54:12, Note,5
05/08/2012, 14:54:12, Note,2
05/08/2012, 14:54:12, Note,4
05/08/2012, 14:54:12, Note,3
05/08/2012, 14:54:12, Note,5
05/08/2012, 14:54:13, Note,2
05/08/2012, 14:54:13, Note,6
05/08/2012, 14:54:13, Note,1
05/08/2012, 14:54:13, Note,7
05/08/2012, 14:54:13, Note,8
05/08/2012, 14:54:13, Note,7
05/08/2012, 14:54:13, Note,1
05/08/2012, 14:54:13, Note,6
05/08/2012, 14:54:13, Note,2
05/08/2012, 14:54:13, Note,5
05/08/2012, 14:54:13, Note,3
05/08/2012, 14:54:13, Note,5
05/08/2012, 14:54:13, Note,3
05/08/2012, 14:54:13, Note,5
05/08/2012, 14:54:13, Note,2
05/08/2012, 14:54:14, Note,1
05/08/2012, 14:54:14, Note,7
05/08/2012, 14:54:14, Note,6
05/08/2012, 14:54:14, Note,1
05/08/2012, 14:54:14, Note,6
05/08/2012, 14:54:14, Note,2
05/08/2012, 14:54:14, Note,5
05/08/2012, 14:54:14, Note,3
05/08/2012, 14:54:14, Note,4
05/08/2012, 14:54:14, Note,5
05/08/2012, 14:54:14, Note,3
05/08/2012, 14:54:14, Note,5
05/08/2012, 14:54:15, Note,2
05/08/2012, 14:54:15, Note,6
05/08/2012, 14:54:15, Note,1
05/08/2012, 14:54:15, Note,7
05/08/2012, 14:54:15, Note,8
05/08/2012, 14:54:15, Note,1
05/08/2012, 14:54:15, Note,4
05/08/2012, 14:54:16, Note,8
05/08/2012, 14:54:17, Note,7
05/08/2012, 14:54:17, Note,5
05/08/2012, 14:54:17, Note,6
05/08/2012, 14:54:17, Note,7
05/08/2012, 14:54:17, Note,4
05/08/2012, 14:54:17, Note,3
05/08/2012, 14:54:17, Note,7
05/08/2012, 14:54:18, Note,6
05/08/2012, 14:54:18, Note,2
05/08/2012, 14:54:18, Note,6
05/08/2012, 14:54:19, Note,2
05/08/2012, 14:54:19, Note,1
05/08/2012, 14:54:19, Note,4
05/08/2012, 14:54:19, Note,4
05/08/2012, 14:54:19, Note,2
05/08/2012, 14:54:20, Note,4
05/08/2012, 14:54:20, Note,5
05/08/2012, 14:54:20, Note,3
05/08/2012, 14:54:21, Note,6
05/08/2012, 14:54:21, Note,5
05/08/2012, 14:54:21, Note,2
05/08/2012, 14:54:21, Note,4
05/08/2012, 14:54:21, Note,4
05/08/2012, 14:54:21, Note,2
05/08/2012, 14:54:21, Note,3
05/08/2012, 14:54:22, Note,6
05/08/2012, 14:54:22, Note,1
05/08/2012, 14:54:22, Note,3
05/08/2012, 14:54:23, Note,4
05/08/2012, 14:54:23, Note,5
05/08/2012, 14:54:25, Note,6
05/08/2012, 14:54:31, Note,6
05/08/2012, 14:54:33, Note,6
05/08/2012, 14:54:39, Note,6
05/08/2012, 14:54:40, Note,6
05/08/2012, 14:54:45, Note,6
05/08/2012, 14:54:49, Note,6
05/08/2012, 14:54:54, Note,6
05/08/2012, 14:55:05, Screen Saver
05/08/2012, 14:55:05, Note,6
05/08/2012, 14:55:10, Note,6
05/08/2012, 14:55:21, Screen Saver
05/08/2012, 14:55:23, Note,6
05/08/2012, 14:55:31, Note,6
05/08/2012, 14:55:35, Note,6
05/08/2012, 14:55:38, Note,6
05/08/2012, 14:55:46, Note,6
05/08/2012, 14:55:49, Note,6
05/08/2012, 14:55:51, Note,6
05/08/2012, 14:55:57, Note,8
05/08/2012, 14:56:00, Note,6
05/08/2012, 14:56:02, Note,6
05/08/2012, 14:56:02, Note,6
05/08/2012, 14:56:03, Note,6
05/08/2012, 14:56:03, Note,6
05/08/2012, 14:56:05, Note,6
05/08/2012, 14:56:12, Note,6
05/08/2012, 14:56:13, Note,6
05/08/2012, 14:56:21, Note,6
05/08/2012, 14:56:26, Note,6
05/08/2012, 14:56:27, Note,6
05/08/2012, 14:56:27, Note,6
05/08/2012, 14:56:33, Note,6
05/08/2012, 14:56:39, Note,6
05/08/2012, 14:56:42, Note,6
05/08/2012, 14:56:42, Note,6
05/08/2012, 14:56:50, Note,6
05/08/2012, 14:56:50, Note,6
05/08/2012, 14:56:54, Note,6
05/08/2012, 14:56:59, Note,6
05/08/2012, 14:57:03, Note,6
05/08/2012, 14:57:06, Note,6
05/08/2012, 14:57:07, Note,6
05/08/2012, 14:57:08, Note,6
05/08/2012, 14:57:15, Note,6
05/08/2012, 14:57:16, Note,6
05/08/2012, 14:57:17, Note,6
05/08/2012, 14:57:21, Note,6
05/08/2012, 14:57:21, Note,6
05/08/2012, 14:57:24, Note,6
05/08/2012, 14:57:25, Note,6
05/08/2012, 14:57:31, Note,6
05/08/2012, 14:57:35, Note,6
05/08/2012, 14:57:43, Note,6
05/08/2012, 14:57:46, Note,6
05/08/2012, 14:57:48, Note,6
05/08/2012, 14:57:51, Note,6
05/08/2012, 14:57:54, Note,6
05/08/2012, 14:57:57, Note,6
05/08/2012, 14:57:58, Note,6
05/08/2012, 14:57:58, Note,6
05/08/2012, 14:58:02, Note,6
05/08/2012, 14:58:04, Note,6
05/08/2012, 14:58:05, Note,6
05/08/2012, 14:58:11, Note,6
05/08/2012, 14:58:11, Note,6
05/08/2012, 14:58:12, Note,6
05/08/2012, 14:58:15, Note,6
05/08/2012, 14:58:19, Note,6
05/08/2012, 14:58:26, Note,6
05/08/2012, 14:58:29, Note,6
05/08/2012, 14:58:39, Screen Saver
05/08/2012, 14:58:44, Note,6
05/08/2012, 14:58:47, Note,6
05/08/2012, 14:58:56, Note,6
05/08/2012, 14:58:57, Note,6
05/08/2012, 14:58:58, Note,6
05/08/2012, 14:58:59, Note,6
05/08/2012, 14:59:02, Note,6
05/08/2012, 14:59:06, Note,6
05/08/2012, 14:59:17, Screen Saver
05/08/2012, 14:59:18, Note,6
05/08/2012, 14:59:19, Note,6
05/08/2012, 14:59:21, Note,6
05/08/2012, 14:59:25, Note,6
05/08/2012, 14:59:36, Screen Saver
05/08/2012, 14:59:36, Note,6
05/08/2012, 14:59:44, Note,6
05/08/2012, 14:59:52, Note,6
05/08/2012, 14:59:53, Note,8
05/08/2012, 14:59:55, Note,6
05/08/2012, 14:59:56, Note,6
05/08/2012, 15:00:07, Screen Saver
05/08/2012, 15:00:07, Note,6
05/08/2012, 15:00:10, Note,6
05/08/2012, 15:00:21, Screen Saver
05/08/2012, 15:00:23, Note,6
05/08/2012, 15:00:26, Note,6
05/08/2012, 15:00:31, Note,6
05/08/2012, 15:00:36, Note,6
05/08/2012, 15:00:39, Note,6
05/08/2012, 15:00:49, Screen Saver
05/08/2012, 15:00:49, Note,6
05/08/2012, 15:00:58, Note,6
05/08/2012, 15:01:06, Note,6
05/08/2012, 15:01:08, Note,6
05/08/2012, 15:01:10, Note,6
05/08/2012, 15:01:12, Note,6
05/08/2012, 15:01:14, Note,6
05/08/2012, 15:01:15, Note,6
05/08/2012, 15:01:19, Note,6
05/08/2012, 15:01:21, Note,6
05/08/2012, 15:01:28, Note,6
05/08/2012, 15:01:33, Note,6
05/08/2012, 15:01:36, Note,6
05/08/2012, 15:01:44, Note,6
05/08/2012, 15:01:49, Note,6
05/08/2012, 15:01:52, Note,6
05/08/2012, 15:02:01, Note,6
05/08/2012, 15:02:02, Note,6
05/08/2012, 15:02:05, Note,8
05/08/2012, 15:02:06, Note,6
05/08/2012, 15:02:08, Note,6
05/08/2012, 15:02:11, Note,6
05/08/2012, 15:02:12, Note,6
05/08/2012, 15:02:13, Note,6
05/08/2012, 15:02:16, Note,6
05/08/2012, 15:02:16, Note,6
05/08/2012, 15:02:19, Note,6
05/08/2012, 15:02:22, Note,6
05/08/2012, 15:02:26, Note,6
05/08/2012, 15:02:30, Note,6
05/08/2012, 15:02:32, Note,6
05/08/2012, 15:02:40, Note,6
05/08/2012, 15:02:40, Note,6
05/08/2012, 15:02:43, Note,6
05/08/2012, 15:02:54, Screen Saver
05/08/2012, 15:02:57, Note,6
05/08/2012, 15:02:59, Note,6
05/08/2012, 15:02:59, Note,6
05/08/2012, 15:03:09, Screen Saver
05/08/2012, 15:03:12, Note,6
05/08/2012, 15:03:14, Note,6
05/08/2012, 15:03:24, Screen Saver
05/08/2012, 15:03:35, Screen Saver
05/08/2012, 15:03:43, Note,6
05/08/2012, 15:03:54, Screen Saver
05/08/2012, 15:03:56, Note,6
05/08/2012, 15:04:06, Note,6
05/08/2012, 15:04:12, Note,6
05/08/2012, 15:04:15, Note,6
05/08/2012, 15:04:17, Note,6
05/08/2012, 15:04:21, Note,6
05/08/2012, 15:04:24, Note,1
05/08/2012, 15:04:25, Switching to instrument 0
05/08/2012, 15:04:25, Note,8
05/08/2012, 15:04:26, Note,1
05/08/2012, 15:04:28, Note,2
05/08/2012, 15:04:28, Note,6
05/08/2012, 15:04:28, Note,3
05/08/2012, 15:04:29, Note,4
05/08/2012, 15:04:30, Note,4
05/08/2012, 15:04:31, Note,6
05/08/2012, 15:04:31, Note,3
05/08/2012, 15:04:31, Note,3
05/08/2012, 15:04:31, Note,3
05/08/2012, 15:04:32, Note,5
05/08/2012, 15:04:33, Note,6
05/08/2012, 15:04:35, Note,5
05/08/2012, 15:04:36, Note,4
05/08/2012, 15:04:36, Note,8
05/08/2012, 15:04:36, Note,6
05/08/2012, 15:04:37, Note,3
05/08/2012, 15:04:38, Note,7
05/08/2012, 15:04:38, Note,7
05/08/2012, 15:04:38, Note,7
05/08/2012, 15:04:38, Note,7
05/08/2012, 15:04:38, Note,4
05/08/2012, 15:04:39, Note,7
05/08/2012, 15:04:39, Note,7
05/08/2012, 15:04:39, Note,7
05/08/2012, 15:04:39, Note,7
05/08/2012, 15:04:39, Note,7
05/08/2012, 15:04:39, Note,7
05/08/2012, 15:04:40, Note,7
05/08/2012, 15:04:40, Note,3
05/08/2012, 15:04:41, Note,4
05/08/2012, 15:04:41, Note,2
05/08/2012, 15:04:42, Note,2
05/08/2012, 15:04:42, Note,1
05/08/2012, 15:04:42, Note,6
05/08/2012, 15:04:44, Note,4
05/08/2012, 15:04:44, Note,2
05/08/2012, 15:04:44, Note,4
05/08/2012, 15:04:44, Note,4
05/08/2012, 15:04:44, Note,4
05/08/2012, 15:04:44, Note,4
05/08/2012, 15:04:44, Note,4
05/08/2012, 15:04:45, Note,2
05/08/2012, 15:04:45, Note,2
05/08/2012, 15:04:45, Note,2
05/08/2012, 15:04:47, Note,6
05/08/2012, 15:04:47, Note,2
05/08/2012, 15:04:48, Note,4
05/08/2012, 15:04:48, Note,4
05/08/2012, 15:04:48, Note,2
05/08/2012, 15:04:48, Note,8
05/08/2012, 15:04:48, Note,2
05/08/2012, 15:04:50, Note,1
05/08/2012, 15:04:51, Note,1
05/08/2012, 15:04:52, Note,1
05/08/2012, 15:04:52, Note,2
05/08/2012, 15:04:52, Note,2
05/08/2012, 15:04:53, Note,3
05/08/2012, 15:04:54, Note,3
05/08/2012, 15:04:54, Note,3
05/08/2012, 15:04:54, Note,3
05/08/2012, 15:04:55, Note,3
05/08/2012, 15:04:55, Note,3
05/08/2012, 15:04:55, Note,6
05/08/2012, 15:04:55, Note,3
05/08/2012, 15:04:55, Note,3
05/08/2012, 15:04:55, Note,6
05/08/2012, 15:04:55, Note,3
05/08/2012, 15:04:56, Note,3
05/08/2012, 15:04:56, Note,3
05/08/2012, 15:04:56, Note,3
05/08/2012, 15:04:59, Note,3
05/08/2012, 15:05:01, Note,6
05/08/2012, 15:05:02, Note,4
05/08/2012, 15:05:02, Note,4
05/08/2012, 15:05:03, Note,3
05/08/2012, 15:05:03, Note,2
05/08/2012, 15:05:03, Note,2
05/08/2012, 15:05:05, Note,2
05/08/2012, 15:05:05, Note,2
05/08/2012, 15:05:06, Note,1
05/08/2012, 15:05:06, Note,1
05/08/2012, 15:05:06, Switching to instrument 1
05/08/2012, 15:05:09, Note,1
05/08/2012, 15:05:10, Note,1
05/08/2012, 15:05:12, Note,2
05/08/2012, 15:05:12, Note,2
05/08/2012, 15:05:13, Note,1
05/08/2012, 15:05:14, Note,4
05/08/2012, 15:05:14, Note,1
05/08/2012, 15:05:15, Note,4
05/08/2012, 15:05:16, Note,5
05/08/2012, 15:05:16, Note,5
05/08/2012, 15:05:16, Note,5
05/08/2012, 15:05:17, Note,5
05/08/2012, 15:05:17, Switching to instrument 2
05/08/2012, 15:05:17, Note,5
05/08/2012, 15:05:18, Note,1
05/08/2012, 15:05:19, Note,2
05/08/2012, 15:05:20, Note,2
05/08/2012, 15:05:20, Note,4
05/08/2012, 15:05:20, Note,2
05/08/2012, 15:05:21, Note,4
05/08/2012, 15:05:23, Note,4
05/08/2012, 15:05:24, Note,2
05/08/2012, 15:05:24, Note,4
05/08/2012, 15:05:24, Note,7
05/08/2012, 15:05:24, Note,7
05/08/2012, 15:05:24, Note,2
05/08/2012, 15:05:24, Note,8
05/08/2012, 15:05:25, Note,7
05/08/2012, 15:05:25, Note,8
05/08/2012, 15:05:25, Note,6
05/08/2012, 15:05:26, Note,7
05/08/2012, 15:05:26, Note,7
05/08/2012, 15:05:26, Note,7
05/08/2012, 15:05:27, Note,6
05/08/2012, 15:05:28, Note,6
05/08/2012, 15:05:28, Note,6
05/08/2012, 15:05:29, Note,6
05/08/2012, 15:05:29, Note,8
05/08/2012, 15:05:30, Note,8
05/08/2012, 15:05:30, Note,6
05/08/2012, 15:05:31, Note,8
05/08/2012, 15:05:31, Note,6
05/08/2012, 15:05:32, Note,6
05/08/2012, 15:05:33, Note,6
05/08/2012, 15:05:33, Note,6
05/08/2012, 15:05:43, Screen Saver
05/08/2012, 15:05:43, Note,6
05/08/2012, 15:05:54, Screen Saver
05/08/2012, 15:05:57, Note,6
05/08/2012, 15:05:58, Note,6
05/08/2012, 15:06:05, Note,6
05/08/2012, 15:06:06, Note,6
05/08/2012, 15:06:08, Note,6
05/08/2012, 15:06:09, Note,6
05/08/2012, 15:06:11, Note,6
05/08/2012, 15:06:14, Note,6
05/08/2012, 15:06:19, Note,6
05/08/2012, 15:06:19, Note,6
05/08/2012, 15:06:20, Note,6
05/08/2012, 15:06:21, Note,6
05/08/2012, 15:06:21, Note,6
05/08/2012, 15:06:29, Note,6
05/08/2012, 15:06:39, Screen Saver
05/08/2012, 15:06:45, Note,6
05/08/2012, 15:06:46, Note,6
05/08/2012, 15:06:50, Note,6
05/08/2012, 15:06:52, Note,6
05/08/2012, 15:06:53, Note,6
05/08/2012, 15:07:03, Screen Saver
05/08/2012, 15:07:09, Note,6
05/08/2012, 15:07:20, Screen Saver
05/08/2012, 15:07:27, Note,6
05/08/2012, 15:07:31, Note,6
05/08/2012, 15:07:31, Note,6
05/08/2012, 15:07:42, Screen Saver
05/08/2012, 15:07:49, Note,6
05/08/2012, 15:07:56, Note,6
05/08/2012, 15:08:00, Note,6
05/08/2012, 15:08:02, Note,6
05/08/2012, 15:08:03, Note,6
05/08/2012, 15:08:05, Note,6
05/08/2012, 15:08:05, Note,6
05/08/2012, 15:08:06, Note,6
05/08/2012, 15:08:17, Screen Saver
05/08/2012, 15:08:17, Note,6
05/08/2012, 15:08:20, Note,6
05/08/2012, 15:08:31, Screen Saver
05/08/2012, 15:08:34, Note,6
05/08/2012, 15:08:37, Note,6
05/08/2012, 15:08:43, Note,6
05/08/2012, 15:08:44, Note,6
05/08/2012, 15:08:51, Note,6
05/08/2012, 15:08:51, Note,6
05/08/2012, 15:08:51, Note,6
05/08/2012, 15:08:56, Note,6
