WvVHø00/00/0000, 00:00:00, Master Init Complete
01/06/2013, 16:24:26, Screen Saver
01/06/2013, 16:24:37, Screen Saver
01/06/2013, 16:24:48, Screen Saver
01/06/2013, 16:24:59, Screen Saver
01/06/2013, 16:25:10, Screen Saver
01/06/2013, 16:25:21, Screen Saver
01/06/2013, 16:25:32, Screen Saver
01/06/2013, 16:25:43, Screen Saver
01/06/2013, 16:25:54, Screen Saver
01/06/2013, 16:26:05, Screen Saver
01/06/2013, 16:26:16, Screen Saver
01/06/2013, 16:26:27, Screen Saver
01/06/2013, 16:26:38, Screen Saver
01/06/2013, 16:26:49, Screen Saver
01/06/2013, 16:27:00, Screen Saver
01/06/2013, 16:27:11, Screen Saver
01/06/2013, 16:27:22, Screen Saver
01/06/2013, 16:27:33, Screen Saver
01/06/2013, 16:27:45, Screen Saver
01/06/2013, 16:27:56, Screen Saver
01/06/2013, 16:28:07, Screen Saver
01/06/2013, 16:28:18, Screen Saver
01/06/2013, 16:28:29, Screen Saver
01/06/2013, 16:28:40, Screen Saver
01/06/2013, 16:28:51, Screen Saver
01/06/2013, 16:29:02, Screen Saver
01/06/2013, 16:29:13, Screen Saver
01/06/2013, 16:29:24, Screen Saver
01/06/2013, 16:29:35, Screen Saver
01/06/2013, 16:29:46, Screen Saver
01/06/2013, 16:29:57, Screen Saver
01/06/2013, 16:30:08, Screen Saver
01/06/2013, 16:30:19, Screen Saver
01/06/2013, 16:30:30, Screen Saver
01/06/2013, 16:30:41, Screen Saver
01/06/2013, 16:30:52, Screen Saver
01/06/2013, 16:31:03, Screen Saver
01/06/2013, 16:31:14, Screen Saver
01/06/2013, 16:31:25, Screen Saver
01/06/2013, 16:31:36, Screen Saver
01/06/2013, 16:31:47, Screen Saver
01/06/2013, 16:31:58, Screen Saver
01/06/2013, 16:32:09, Screen Saver
01/06/2013, 16:32:20, Screen Saver
01/06/2013, 16:32:31, Screen Saver
01/06/2013, 16:32:42, Screen Saver
01/06/2013, 16:32:53, Screen Saver
01/06/2013, 16:33:04, Screen Saver
01/06/2013, 16:33:15, Screen Saver
01/06/2013, 16:33:26, Screen Saver
01/06/2013, 16:33:37, Screen Saver
01/06/2013, 16:33:49, Screen Saver
01/06/2013, 16:34:00, Screen Saver
01/06/2013, 16:34:11, Screen Saver
01/06/2013, 16:34:22, Screen Saver
01/06/2013, 16:34:33, Screen Saver
01/06/2013, 16:34:44, Screen Saver
01/06/2013, 16:34:55, Screen Saver
01/06/2013, 16:35:06, Screen Saver
01/06/2013, 16:35:17, Screen Saver
01/06/2013, 16:35:28, Screen Saver
01/06/2013, 16:35:39, Screen Saver
01/06/2013, 16:35:50, Screen Saver
01/06/2013, 16:36:01, Screen Saver
01/06/2013, 16:36:12, Screen Saver
01/06/2013, 16:36:23, Screen Saver
01/06/2013, 16:36:34, Screen Saver
01/06/2013, 16:36:45, Screen Saver
01/06/2013, 16:36:56, Screen Saver
01/06/2013, 16:37:07, Screen Saver
01/06/2013, 16:37:18, Screen Saver
01/06/2013, 16:37:29, Screen Saver
01/06/2013, 16:37:40, Screen Saver
01/06/2013, 16:37:51, Screen Saver
01/06/2013, 16:38:02, Screen Saver
01/06/2013, 16:38:04, Note,7
01/06/2013, 16:38:05, Note,6
01/06/2013, 16:38:05, Note,5
01/06/2013, 16:38:05, Note,4
01/06/2013, 16:38:06, Note,5
01/06/2013, 16:38:07, Note,4
01/06/2013, 16:38:07, Note,7
01/06/2013, 16:38:07, Note,5
01/06/2013, 16:38:07, Note,5
01/06/2013, 16:38:07, Note,4
01/06/2013, 16:38:08, Note,3
01/06/2013, 16:38:08, Note,3
01/06/2013, 16:38:08, Note,3
01/06/2013, 16:38:08, Note,8
01/06/2013, 16:38:08, Note,2
01/06/2013, 16:38:08, Note,3
01/06/2013, 16:38:09, Note,1
01/06/2013, 16:38:09, Note,8
01/06/2013, 16:38:09, Note,3
01/06/2013, 16:38:09, Note,2
01/06/2013, 16:38:09, Note,4
01/06/2013, 16:38:10, Note,3
01/06/2013, 16:38:10, Note,6
01/06/2013, 16:38:11, Note,4
01/06/2013, 16:38:11, Note,6
01/06/2013, 16:38:11, Note,7
01/06/2013, 16:38:11, Note,7
01/06/2013, 16:38:11, Note,8
01/06/2013, 16:38:11, Note,6
01/06/2013, 16:38:12, Note,8
01/06/2013, 16:38:12, Note,4
01/06/2013, 16:38:12, Note,8
01/06/2013, 16:38:12, Note,8
01/06/2013, 16:38:13, Note,8
01/06/2013, 16:38:13, Note,7
01/06/2013, 16:38:13, Note,8
01/06/2013, 16:38:14, Note,7
01/06/2013, 16:38:14, Note,5
01/06/2013, 16:38:14, Note,7
01/06/2013, 16:38:15, Note,5
01/06/2013, 16:38:15, Note,8
01/06/2013, 16:38:16, Note,8
01/06/2013, 16:38:16, Note,8
01/06/2013, 16:38:26, Screen Saver
01/06/2013, 16:38:37, Screen Saver
01/06/2013, 16:38:48, Screen Saver
01/06/2013, 16:38:59, Screen Saver
01/06/2013, 16:39:10, Screen Saver
01/06/2013, 16:39:21, Screen Saver
01/06/2013, 16:39:32, Screen Saver
01/06/2013, 16:39:43, Screen Saver
01/06/2013, 16:39:55, Screen Saver
01/06/2013, 16:40:06, Screen Saver
01/06/2013, 16:40:17, Screen Saver
01/06/2013, 16:40:28, Screen Saver
01/06/2013, 16:40:39, Screen Saver
01/06/2013, 16:40:50, Screen Saver
01/06/2013, 16:41:01, Screen Saver
01/06/2013, 16:41:12, Screen Saver
01/06/2013, 16:41:23, Screen Saver
01/06/2013, 16:41:34, Screen Saver
01/06/2013, 16:41:45, Screen Saver
01/06/2013, 16:41:56, Screen Saver
01/06/2013, 16:42:07, Screen Saver
01/06/2013, 16:42:18, Screen Saver
01/06/2013, 16:42:29, Screen Saver
01/06/2013, 16:42:40, Screen Saver
01/06/2013, 16:42:51, Screen Saver
01/06/2013, 16:43:02, Screen Saver
01/06/2013, 16:43:13, Screen Saver
01/06/2013, 16:43:24, Screen Saver
01/06/2013, 16:43:35, Screen Saver
01/06/2013, 16:43:46, Screen Saver
01/06/2013, 16:43:57, Screen Saver
01/06/2013, 16:44:08, Screen Saver
01/06/2013, 16:44:19, Screen Saver
01/06/2013, 16:44:30, Screen Saver
01/06/2013, 16:44:41, Screen Saver
01/06/2013, 16:44:52, Screen Saver
01/06/2013, 16:45:03, Screen Saver
01/06/2013, 16:45:14, Screen Saver
01/06/2013, 16:45:25, Screen Saver
01/06/2013, 16:45:36, Screen Saver
01/06/2013, 16:45:47, Screen Saver
01/06/2013, 16:45:59, Screen Saver
01/06/2013, 16:46:10, Screen Saver
01/06/2013, 16:46:21, Screen Saver
01/06/2013, 16:46:32, Screen Saver
01/06/2013, 16:46:43, Screen Saver
01/06/2013, 16:46:54, Screen Saver
01/06/2013, 16:47:05, Screen Saver
01/06/2013, 16:47:16, Screen Saver
01/06/2013, 16:47:27, Screen Saver
01/06/2013, 16:47:38, Screen Saver
01/06/2013, 16:47:49, Screen Saver
01/06/2013, 16:48:00, Screen Saver
01/06/2013, 16:48:11, Screen Saver
01/06/2013, 16:48:22, Screen Saver
01/06/2013, 16:48:33, Screen Saver
01/06/2013, 16:48:44, Screen Saver
01/06/2013, 16:48:55, Screen Saver
01/06/2013, 16:49:06, Screen Saver
01/06/2013, 16:49:17, Screen Saver
01/06/2013, 16:49:28, Screen Saver
01/06/2013, 16:49:39, Screen Saver
01/06/2013, 16:49:50, Screen Saver
01/06/2013, 16:50:01, Screen Saver
01/06/2013, 16:50:12, Screen Saver
01/06/2013, 16:50:23, Screen Saver
01/06/2013, 16:50:34, Screen Saver
01/06/2013, 16:50:45, Screen Saver
01/06/2013, 16:50:56, Screen Saver
01/06/2013, 16:51:07, Screen Saver
01/06/2013, 16:51:18, Screen Saver
01/06/2013, 16:51:29, Screen Saver
01/06/2013, 16:51:40, Screen Saver
01/06/2013, 16:51:52, Screen Saver
01/06/2013, 16:52:03, Screen Saver
01/06/2013, 16:52:14, Screen Saver
01/06/2013, 16:52:25, Screen Saver
01/06/2013, 16:52:36, Screen Saver
01/06/2013, 16:52:47, Screen Saver
01/06/2013, 16:52:58, Screen Saver
01/06/2013, 16:53:09, Screen Saver
01/06/2013, 16:53:20, Screen Saver
01/06/2013, 16:53:31, Screen Saver
01/06/2013, 16:53:42, Screen Saver
01/06/2013, 16:53:53, Screen Saver
01/06/2013, 16:54:04, Screen Saver
01/06/2013, 16:54:15, Screen Saver
01/06/2013, 16:54:26, Screen Saver
01/06/2013, 16:54:37, Screen Saver
01/06/2013, 16:54:48, Screen Saver
01/06/2013, 16:54:59, Screen Saver
01/06/2013, 16:55:10, Screen Saver
01/06/2013, 16:55:21, Screen Saver
01/06/2013, 16:55:32, Screen Saver
01/06/2013, 16:55:43, Screen Saver
01/06/2013, 16:55:54, Screen Saver
01/06/2013, 16:56:01, Note,8
01/06/2013, 16:56:01, Note,8
01/06/2013, 16:56:04, Note,4
01/06/2013, 16:56:05, Note,5
01/06/2013, 16:56:05, Note,8
01/06/2013, 16:56:05, Note,8
01/06/2013, 16:56:06, Note,8
01/06/2013, 16:56:06, Note,6
01/06/2013, 16:56:07, Note,7
01/06/2013, 16:56:07, Note,6
01/06/2013, 16:56:08, Note,5
01/06/2013, 16:56:08, Note,4
01/06/2013, 16:56:09, Note,3
01/06/2013, 16:56:10, Note,2
01/06/2013, 16:56:11, Note,1
01/06/2013, 16:56:11, Note,3
01/06/2013, 16:56:11, Note,4
01/06/2013, 16:56:11, Note,5
01/06/2013, 16:56:12, Note,2
01/06/2013, 16:56:12, Note,2
01/06/2013, 16:56:13, Note,2
01/06/2013, 16:56:13, Note,2
01/06/2013, 16:56:15, Note,4
01/06/2013, 16:56:15, Note,4
01/06/2013, 16:56:18, Note,5
01/06/2013, 16:56:19, Note,4
01/06/2013, 16:56:20, Note,3
01/06/2013, 16:56:20, Note,2
01/06/2013, 16:56:24, Note,1
01/06/2013, 16:56:24, Note,2
01/06/2013, 16:56:24, Note,3
01/06/2013, 16:56:25, Note,4
01/06/2013, 16:56:25, Note,1
01/06/2013, 16:56:26, Note,4
01/06/2013, 16:56:26, Note,6
01/06/2013, 16:56:26, Note,7
01/06/2013, 16:56:26, Note,8
01/06/2013, 16:56:28, Note,7
01/06/2013, 16:56:29, Note,7
01/06/2013, 16:56:30, Note,5
01/06/2013, 16:56:30, Note,4
01/06/2013, 16:56:40, Screen Saver
01/06/2013, 16:56:51, Screen Saver
01/06/2013, 16:57:02, Screen Saver
01/06/2013, 16:57:13, Screen Saver
01/06/2013, 16:57:19, Note,8
01/06/2013, 16:57:19, Note,7
01/06/2013, 16:57:19, Note,7
01/06/2013, 16:57:19, Note,7
01/06/2013, 16:57:19, Note,8
01/06/2013, 16:57:19, Note,6
01/06/2013, 16:57:19, Note,7
01/06/2013, 16:57:19, Note,5
01/06/2013, 16:57:19, Note,6
01/06/2013, 16:57:20, Note,4
01/06/2013, 16:57:20, Note,3
01/06/2013, 16:57:20, Note,2
01/06/2013, 16:57:21, Note,1
01/06/2013, 16:57:31, Screen Saver
01/06/2013, 16:57:42, Screen Saver
01/06/2013, 16:57:53, Screen Saver
01/06/2013, 16:58:05, Screen Saver
01/06/2013, 16:58:16, Screen Saver
01/06/2013, 16:58:27, Screen Saver
01/06/2013, 16:58:38, Screen Saver
01/06/2013, 16:58:49, Screen Saver
01/06/2013, 16:59:00, Screen Saver
01/06/2013, 16:59:11, Screen Saver
01/06/2013, 16:59:22, Screen Saver
01/06/2013, 16:59:33, Screen Saver
01/06/2013, 16:59:44, Screen Saver
01/06/2013, 16:59:55, Screen Saver
01/06/2013, 17:00:06, Screen Saver
01/06/2013, 17:00:12, Note,8
01/06/2013, 17:00:13, Note,7
01/06/2013, 17:00:13, Note,6
01/06/2013, 17:00:13, Note,5
01/06/2013, 17:00:14, Note,4
01/06/2013, 17:00:14, Note,3
01/06/2013, 17:00:14, Note,2
01/06/2013, 17:00:14, Note,1
01/06/2013, 17:00:25, Screen Saver
01/06/2013, 17:00:36, Screen Saver
01/06/2013, 17:00:47, Screen Saver
01/06/2013, 17:00:58, Screen Saver
01/06/2013, 17:01:09, Screen Saver
01/06/2013, 17:01:20, Screen Saver
01/06/2013, 17:01:20, Note,1
01/06/2013, 17:01:21, Note,2
01/06/2013, 17:01:21, Note,4
01/06/2013, 17:01:21, Note,5
01/06/2013, 17:01:22, Note,6
01/06/2013, 17:01:22, Note,7
01/06/2013, 17:01:23, Note,8
01/06/2013, 17:01:23, Note,8
01/06/2013, 17:01:23, Note,7
01/06/2013, 17:01:24, Note,5
01/06/2013, 17:01:24, Note,4
01/06/2013, 17:01:25, Note,4
01/06/2013, 17:01:26, Note,4
01/06/2013, 17:01:26, Note,6
01/06/2013, 17:01:26, Note,6
01/06/2013, 17:01:26, Note,5
01/06/2013, 17:01:26, Note,5
01/06/2013, 17:01:27, Note,6
01/06/2013, 17:01:27, Note,5
01/06/2013, 17:01:27, Note,4
01/06/2013, 17:01:27, Note,6
01/06/2013, 17:01:27, Note,6
01/06/2013, 17:01:27, Note,5
01/06/2013, 17:01:28, Note,3
01/06/2013, 17:01:28, Note,5
01/06/2013, 17:01:29, Note,5
01/06/2013, 17:01:29, Note,5
01/06/2013, 17:01:29, Note,5
01/06/2013, 17:01:29, Note,5
01/06/2013, 17:01:30, Note,8
01/06/2013, 17:01:30, Note,7
01/06/2013, 17:01:30, Note,5
01/06/2013, 17:01:30, Note,4
01/06/2013, 17:01:30, Note,3
01/06/2013, 17:01:30, Note,2
01/06/2013, 17:01:32, Switching to instrument 3
01/06/2013, 17:01:33, Note,1
01/06/2013, 17:01:33, Note,2
01/06/2013, 17:01:33, Note,5
01/06/2013, 17:01:33, Note,6
01/06/2013, 17:01:33, Note,7
01/06/2013, 17:01:34, Note,8
01/06/2013, 17:01:34, Note,7
01/06/2013, 17:01:34, Note,5
01/06/2013, 17:01:34, Note,6
01/06/2013, 17:01:35, Note,5
01/06/2013, 17:01:35, Note,4
01/06/2013, 17:01:35, Note,2
01/06/2013, 17:01:36, Note,1
01/06/2013, 17:01:36, Switching to instrument 4
01/06/2013, 17:01:37, Note,1
01/06/2013, 17:01:37, Note,2
01/06/2013, 17:01:37, Note,4
01/06/2013, 17:01:38, Note,5
01/06/2013, 17:01:38, Note,6
01/06/2013, 17:01:38, Note,7
01/06/2013, 17:01:38, Note,8
01/06/2013, 17:01:39, Note,8
01/06/2013, 17:01:39, Note,7
01/06/2013, 17:01:39, Note,6
01/06/2013, 17:01:39, Note,5
01/06/2013, 17:01:40, Note,2
01/06/2013, 17:01:40, Note,1
01/06/2013, 17:01:40, Note,1
01/06/2013, 17:01:41, Switching to noises
01/06/2013, 17:01:41, Note,1
01/06/2013, 17:01:42, Note,1
01/06/2013, 17:01:42, Note,2
01/06/2013, 17:01:42, Note,3
01/06/2013, 17:01:42, Note,4
01/06/2013, 17:01:42, Note,5
01/06/2013, 17:01:43, Note,6
01/06/2013, 17:01:43, Note,7
01/06/2013, 17:01:43, Note,8
01/06/2013, 17:01:44, Note,7
01/06/2013, 17:01:45, Note,8
01/06/2013, 17:01:45, Note,8
01/06/2013, 17:01:45, Note,5
01/06/2013, 17:01:46, Note,4
01/06/2013, 17:01:46, Note,3
01/06/2013, 17:01:46, Note,2
01/06/2013, 17:01:46, Note,1
01/06/2013, 17:01:47, Switching to instrument 0
01/06/2013, 17:01:48, Note,1
01/06/2013, 17:01:48, Note,2
01/06/2013, 17:01:49, Note,4
01/06/2013, 17:01:49, Note,7
01/06/2013, 17:01:50, Note,8
01/06/2013, 17:01:50, Note,8
01/06/2013, 17:01:51, Note,6
01/06/2013, 17:01:51, Note,4
01/06/2013, 17:01:52, Note,3
01/06/2013, 17:01:52, Note,2
01/06/2013, 17:01:52, Switching to instrument 1
01/06/2013, 17:01:53, Note,1
01/06/2013, 17:01:54, Note,2
01/06/2013, 17:01:54, Note,3
01/06/2013, 17:01:54, Note,4
01/06/2013, 17:01:54, Note,5
01/06/2013, 17:01:54, Note,6
01/06/2013, 17:01:55, Note,8
01/06/2013, 17:01:55, Note,8
01/06/2013, 17:01:56, Note,7
01/06/2013, 17:01:56, Note,6
01/06/2013, 17:01:56, Note,5
01/06/2013, 17:01:56, Note,4
01/06/2013, 17:01:56, Note,3
01/06/2013, 17:01:56, Note,2
01/06/2013, 17:01:57, Note,1
01/06/2013, 17:01:57, Switching to instrument 2
01/06/2013, 17:01:58, Note,1
01/06/2013, 17:01:58, Note,2
01/06/2013, 17:01:58, Note,3
01/06/2013, 17:01:58, Note,4
01/06/2013, 17:01:59, Note,5
01/06/2013, 17:01:59, Note,6
01/06/2013, 17:01:59, Note,7
01/06/2013, 17:02:00, Note,7
01/06/2013, 17:02:10, Screen Saver
01/06/2013, 17:02:21, Screen Saver
01/06/2013, 17:02:32, Screen Saver
01/06/2013, 17:02:43, Screen Saver
01/06/2013, 17:02:54, Screen Saver
01/06/2013, 17:03:05, Screen Saver
01/06/2013, 17:03:12, Note,5
01/06/2013, 17:03:12, Note,5
01/06/2013, 17:03:12, Note,4
01/06/2013, 17:03:12, Note,3
01/06/2013, 17:03:12, Note,4
01/06/2013, 17:03:12, Note,5
01/06/2013, 17:03:12, Note,5
01/06/2013, 17:03:13, Note,4
01/06/2013, 17:03:13, Note,3
01/06/2013, 17:03:13, Note,8
01/06/2013, 17:03:14, Note,7
01/06/2013, 17:03:14, Note,7
01/06/2013, 17:03:14, Switching to instrument 3
01/06/2013, 17:03:15, Note,5
01/06/2013, 17:03:16, Note,4
01/06/2013, 17:03:16, Note,2
01/06/2013, 17:03:16, Note,1
01/06/2013, 17:03:16, Note,2
01/06/2013, 17:03:17, Note,1
01/06/2013, 17:03:17, Note,2
01/06/2013, 17:03:17, Note,5
01/06/2013, 17:03:17, Note,4
01/06/2013, 17:03:18, Note,1
01/06/2013, 17:03:19, Switching to instrument 4
01/06/2013, 17:03:19, Note,1
01/06/2013, 17:03:20, Note,2
01/06/2013, 17:03:20, Note,2
01/06/2013, 17:03:21, Note,3
01/06/2013, 17:03:21, Note,2
01/06/2013, 17:03:21, Note,1
01/06/2013, 17:03:22, Note,2
01/06/2013, 17:03:33, Screen Saver
01/06/2013, 17:03:44, Screen Saver
01/06/2013, 17:03:55, Screen Saver
01/06/2013, 17:04:06, Screen Saver
01/06/2013, 17:04:17, Screen Saver
01/06/2013, 17:04:28, Screen Saver
01/06/2013, 17:04:39, Screen Saver
01/06/2013, 17:04:50, Screen Saver
01/06/2013, 17:05:01, Screen Saver
01/06/2013, 17:05:12, Screen Saver
01/06/2013, 17:05:23, Screen Saver
01/06/2013, 17:05:34, Screen Saver
01/06/2013, 17:05:45, Screen Saver
01/06/2013, 17:05:56, Screen Saver
01/06/2013, 17:06:07, Screen Saver
01/06/2013, 17:06:18, Screen Saver
01/06/2013, 17:06:29, Screen Saver
01/06/2013, 17:06:33, Note,5
01/06/2013, 17:06:34, Note,3
01/06/2013, 17:06:34, Note,5
01/06/2013, 17:06:34, Note,2
01/06/2013, 17:06:34, Note,4
01/06/2013, 17:06:34, Note,2
01/06/2013, 17:06:34, Note,4
01/06/2013, 17:06:34, Note,4
01/06/2013, 17:06:35, Note,3
01/06/2013, 17:06:35, Note,4
01/06/2013, 17:06:37, Note,3
01/06/2013, 17:06:39, Note,5
01/06/2013, 17:06:40, Note,6
01/06/2013, 17:06:40, Note,6
01/06/2013, 17:06:40, Note,6
01/06/2013, 17:06:40, Note,5
01/06/2013, 17:06:41, Note,6
01/06/2013, 17:06:42, Note,4
01/06/2013, 17:06:42, Note,6
01/06/2013, 17:06:42, Note,3
01/06/2013, 17:06:42, Note,5
01/06/2013, 17:06:42, Note,2
01/06/2013, 17:06:42, Note,4
01/06/2013, 17:06:42, Note,3
01/06/2013, 17:06:42, Note,1
01/06/2013, 17:06:42, Note,2
01/06/2013, 17:06:42, Note,1
01/06/2013, 17:06:43, Note,3
01/06/2013, 17:06:43, Note,4
01/06/2013, 17:06:43, Note,2
01/06/2013, 17:06:43, Note,3
01/06/2013, 17:06:43, Note,5
01/06/2013, 17:06:43, Note,4
01/06/2013, 17:06:43, Note,6
01/06/2013, 17:06:43, Note,8
01/06/2013, 17:06:43, Note,8
01/06/2013, 17:06:43, Note,4
01/06/2013, 17:06:44, Note,3
01/06/2013, 17:06:44, Note,5
01/06/2013, 17:06:44, Note,7
01/06/2013, 17:06:44, Note,2
01/06/2013, 17:06:44, Note,6
01/06/2013, 17:06:44, Note,5
01/06/2013, 17:06:44, Note,1
01/06/2013, 17:06:44, Note,4
01/06/2013, 17:06:44, Note,3
01/06/2013, 17:06:44, Note,2
01/06/2013, 17:06:44, Note,1
01/06/2013, 17:06:44, Note,2
01/06/2013, 17:06:44, Switching to noises
01/06/2013, 17:06:45, Switching to instrument 0
01/06/2013, 17:06:46, Switching to instrument 1
01/06/2013, 17:06:47, Note,2
01/06/2013, 17:06:47, Note,1
01/06/2013, 17:06:48, Note,1
01/06/2013, 17:06:48, Note,2
01/06/2013, 17:06:48, Note,1
01/06/2013, 17:06:48, Note,1
01/06/2013, 17:06:49, Note,1
01/06/2013, 17:06:49, Note,2
01/06/2013, 17:06:49, Note,2
01/06/2013, 17:06:50, Note,2
01/06/2013, 17:06:50, Note,1
01/06/2013, 17:06:50, Note,1
01/06/2013, 17:06:50, Note,2
01/06/2013, 17:06:53, Note,3
01/06/2013, 17:06:53, Note,2
01/06/2013, 17:06:53, Note,2
01/06/2013, 17:06:53, Note,2
01/06/2013, 17:06:53, Note,2
01/06/2013, 17:06:54, Note,2
01/06/2013, 17:06:54, Note,3
01/06/2013, 17:06:54, Note,3
01/06/2013, 17:06:54, Note,3
01/06/2013, 17:06:55, Note,4
01/06/2013, 17:06:55, Note,5
01/06/2013, 17:06:55, Note,4
01/06/2013, 17:06:55, Note,5
01/06/2013, 17:06:55, Note,5
01/06/2013, 17:06:55, Note,6
01/06/2013, 17:06:55, Note,5
01/06/2013, 17:06:56, Note,4
01/06/2013, 17:06:56, Note,6
01/06/2013, 17:06:56, Note,7
01/06/2013, 17:06:56, Note,6
01/06/2013, 17:06:56, Note,7
01/06/2013, 17:06:57, Note,7
01/06/2013, 17:06:57, Note,6
01/06/2013, 17:06:57, Note,6
01/06/2013, 17:06:57, Note,7
01/06/2013, 17:06:57, Note,8
01/06/2013, 17:06:58, Note,8
01/06/2013, 17:06:59, Note,8
01/06/2013, 17:06:59, Note,2
01/06/2013, 17:07:00, Note,2
01/06/2013, 17:07:00, Note,5
01/06/2013, 17:07:00, Note,6
01/06/2013, 17:07:03, Note,8
01/06/2013, 17:07:03, Note,8
01/06/2013, 17:07:03, Note,8
01/06/2013, 17:07:03, Note,8
01/06/2013, 17:07:03, Note,8
01/06/2013, 17:07:04, Note,7
01/06/2013, 17:07:04, Note,7
01/06/2013, 17:07:04, Note,7
01/06/2013, 17:07:04, Note,7
01/06/2013, 17:07:04, Note,7
01/06/2013, 17:07:04, Note,7
01/06/2013, 17:07:04, Note,7
01/06/2013, 17:07:05, Note,6
01/06/2013, 17:07:05, Note,6
01/06/2013, 17:07:05, Note,6
01/06/2013, 17:07:05, Note,6
01/06/2013, 17:07:05, Note,6
01/06/2013, 17:07:06, Note,5
01/06/2013, 17:07:06, Note,5
01/06/2013, 17:07:06, Note,5
01/06/2013, 17:07:06, Note,5
01/06/2013, 17:07:06, Note,5
01/06/2013, 17:07:06, Note,5
01/06/2013, 17:07:06, Note,5
01/06/2013, 17:07:07, Note,5
01/06/2013, 17:07:07, Note,4
01/06/2013, 17:07:07, Note,4
01/06/2013, 17:07:07, Note,4
01/06/2013, 17:07:07, Note,4
01/06/2013, 17:07:08, Note,3
01/06/2013, 17:07:08, Note,3
01/06/2013, 17:07:08, Note,3
01/06/2013, 17:07:08, Note,3
01/06/2013, 17:07:09, Note,3
01/06/2013, 17:07:09, Note,2
01/06/2013, 17:07:09, Note,2
01/06/2013, 17:07:09, Note,2
01/06/2013, 17:07:09, Note,2
01/06/2013, 17:07:10, Note,2
01/06/2013, 17:07:10, Note,2
01/06/2013, 17:07:10, Note,2
01/06/2013, 17:07:11, Note,2
01/06/2013, 17:07:11, Note,2
01/06/2013, 17:07:11, Note,3
01/06/2013, 17:07:11, Note,3
01/06/2013, 17:07:11, Note,3
01/06/2013, 17:07:11, Note,3
01/06/2013, 17:07:11, Note,3
01/06/2013, 17:07:12, Note,4
01/06/2013, 17:07:12, Note,6
01/06/2013, 17:07:12, Note,2
01/06/2013, 17:07:13, Note,3
01/06/2013, 17:07:13, Note,3
01/06/2013, 17:07:14, Note,3
01/06/2013, 17:07:14, Note,3
01/06/2013, 17:07:14, Note,3
01/06/2013, 17:07:14, Note,3
01/06/2013, 17:07:15, Note,2
01/06/2013, 17:07:15, Note,2
01/06/2013, 17:07:15, Note,2
01/06/2013, 17:07:16, Note,2
01/06/2013, 17:07:16, Note,2
01/06/2013, 17:07:17, Note,5
01/06/2013, 17:07:17, Note,7
01/06/2013, 17:07:17, Note,8
01/06/2013, 17:07:17, Note,8
01/06/2013, 17:07:17, Note,7
01/06/2013, 17:07:17, Note,6
01/06/2013, 17:07:17, Note,5
01/06/2013, 17:07:17, Note,4
01/06/2013, 17:07:18, Note,4
01/06/2013, 17:07:28, Screen Saver
01/06/2013, 17:07:39, Screen Saver
01/06/2013, 17:07:50, Screen Saver
01/06/2013, 17:07:55, Note,5
01/06/2013, 17:07:55, Note,7
01/06/2013, 17:07:55, Note,4
01/06/2013, 17:07:55, Note,6
01/06/2013, 17:07:55, Note,5
01/06/2013, 17:07:55, Note,3
01/06/2013, 17:07:56, Note,3
01/06/2013, 17:07:56, Note,5
01/06/2013, 17:07:56, Note,6
01/06/2013, 17:07:56, Note,3
01/06/2013, 17:07:56, Note,7
01/06/2013, 17:07:56, Note,4
01/06/2013, 17:07:56, Note,8
01/06/2013, 17:07:56, Note,5
01/06/2013, 17:07:56, Note,6
01/06/2013, 17:08:06, Screen Saver
01/06/2013, 17:08:17, Screen Saver
01/06/2013, 17:08:28, Screen Saver
01/06/2013, 17:08:39, Screen Saver
01/06/2013, 17:08:50, Screen Saver
01/06/2013, 17:09:01, Screen Saver
01/06/2013, 17:09:12, Screen Saver
01/06/2013, 17:09:23, Screen Saver
01/06/2013, 17:09:34, Screen Saver
01/06/2013, 17:09:46, Screen Saver
01/06/2013, 17:09:57, Screen Saver
01/06/2013, 17:10:04, Note,1
01/06/2013, 17:10:04, Note,2
01/06/2013, 17:10:04, Note,1
01/06/2013, 17:10:05, Note,1
01/06/2013, 17:10:06, Note,3
01/06/2013, 17:10:06, Note,3
01/06/2013, 17:10:07, Note,4
01/06/2013, 17:10:07, Note,2
01/06/2013, 17:10:08, Note,4
01/06/2013, 17:10:10, Note,7
01/06/2013, 17:10:10, Note,8
01/06/2013, 17:10:21, Screen Saver
01/06/2013, 17:10:32, Screen Saver
01/06/2013, 17:10:43, Screen Saver
01/06/2013, 17:10:54, Screen Saver
01/06/2013, 17:11:05, Screen Saver
01/06/2013, 17:11:16, Screen Saver
01/06/2013, 17:11:27, Screen Saver
01/06/2013, 17:11:38, Screen Saver
01/06/2013, 17:11:49, Screen Saver
01/06/2013, 17:12:00, Screen Saver
01/06/2013, 17:12:11, Screen Saver
01/06/2013, 17:12:22, Screen Saver
01/06/2013, 17:12:33, Screen Saver
01/06/2013, 17:12:44, Screen Saver
01/06/2013, 17:12:55, Screen Saver
01/06/2013, 17:13:06, Screen Saver
01/06/2013, 17:13:17, Screen Saver
01/06/2013, 17:13:28, Screen Saver
01/06/2013, 17:13:39, Screen Saver
01/06/2013, 17:13:50, Screen Saver
01/06/2013, 17:14:01, Screen Saver
01/06/2013, 17:14:12, Screen Saver
01/06/2013, 17:14:23, Screen Saver
01/06/2013, 17:14:34, Screen Saver
