®vVHø00/00/0000, 00:00:00, Master Init Complete
09/13/2012, 14:31:03, Screen Saver
09/13/2012, 14:31:14, Screen Saver
09/13/2012, 14:31:25, Screen Saver
09/13/2012, 14:31:36, Screen Saver
09/13/2012, 14:31:47, Screen Saver
09/13/2012, 14:31:58, Screen Saver
09/13/2012, 14:32:09, Screen Saver
09/13/2012, 14:32:20, Screen Saver
09/13/2012, 14:32:31, Screen Saver
09/13/2012, 14:32:42, Screen Saver
09/13/2012, 14:32:53, Screen Saver
09/13/2012, 14:33:04, Screen Saver
09/13/2012, 14:33:15, Screen Saver
09/13/2012, 14:33:26, Screen Saver
09/13/2012, 14:33:37, Screen Saver
09/13/2012, 14:33:48, Screen Saver
09/13/2012, 14:34:00, Screen Saver
09/13/2012, 14:34:11, Screen Saver
09/13/2012, 14:34:22, Screen Saver
09/13/2012, 14:34:33, Screen Saver
09/13/2012, 14:34:44, Screen Saver
09/13/2012, 14:34:55, Screen Saver
09/13/2012, 14:35:06, Screen Saver
09/13/2012, 14:35:17, Screen Saver
09/13/2012, 14:35:28, Screen Saver
09/13/2012, 14:35:39, Screen Saver
09/13/2012, 14:35:50, Screen Saver
09/13/2012, 14:36:01, Screen Saver
09/13/2012, 14:36:12, Screen Saver
09/13/2012, 14:36:23, Screen Saver
09/13/2012, 14:36:34, Screen Saver
09/13/2012, 14:36:45, Screen Saver
09/13/2012, 14:36:56, Screen Saver
09/13/2012, 14:37:07, Screen Saver
09/13/2012, 14:37:18, Screen Saver
09/13/2012, 14:37:29, Screen Saver
09/13/2012, 14:37:40, Screen Saver
09/13/2012, 14:37:51, Screen Saver
09/13/2012, 14:38:02, Screen Saver
09/13/2012, 14:38:13, Screen Saver
09/13/2012, 14:38:24, Screen Saver
09/13/2012, 14:38:35, Screen Saver
09/13/2012, 14:38:46, Screen Saver
09/13/2012, 14:38:57, Screen Saver
09/13/2012, 14:39:08, Screen Saver
09/13/2012, 14:39:19, Screen Saver
09/13/2012, 14:39:30, Screen Saver
09/13/2012, 14:39:41, Screen Saver
09/13/2012, 14:39:52, Screen Saver
09/13/2012, 14:40:03, Screen Saver
09/13/2012, 14:40:15, Screen Saver
09/13/2012, 14:40:26, Screen Saver
09/13/2012, 14:40:37, Screen Saver
09/13/2012, 14:40:48, Screen Saver
09/13/2012, 14:40:59, Screen Saver
09/13/2012, 14:41:10, Screen Saver
09/13/2012, 14:41:21, Screen Saver
09/13/2012, 14:41:32, Screen Saver
09/13/2012, 14:41:43, Screen Saver
09/13/2012, 14:41:54, Screen Saver
09/13/2012, 14:42:05, Screen Saver
09/13/2012, 14:42:16, Screen Saver
09/13/2012, 14:42:27, Screen Saver
09/13/2012, 14:42:38, Screen Saver
09/13/2012, 14:42:49, Screen Saver
09/13/2012, 14:43:00, Screen Saver
09/13/2012, 14:43:11, Screen Saver
09/13/2012, 14:43:22, Screen Saver
09/13/2012, 14:43:33, Screen Saver
09/13/2012, 14:43:44, Screen Saver
09/13/2012, 14:43:55, Screen Saver
09/13/2012, 14:44:06, Screen Saver
09/13/2012, 14:44:17, Screen Saver
09/13/2012, 14:44:28, Screen Saver
09/13/2012, 14:44:39, Screen Saver
09/13/2012, 14:44:44, Note,8
09/13/2012, 14:44:45, Note,7
09/13/2012, 14:44:45, Note,6
09/13/2012, 14:44:45, Note,4
09/13/2012, 14:44:45, Note,2
09/13/2012, 14:44:45, Note,1
09/13/2012, 14:44:55, Screen Saver
09/13/2012, 14:45:06, Screen Saver
09/13/2012, 14:45:17, Screen Saver
09/13/2012, 14:45:28, Screen Saver
09/13/2012, 14:45:39, Screen Saver
09/13/2012, 14:45:50, Screen Saver
09/13/2012, 14:46:02, Screen Saver
09/13/2012, 14:46:13, Screen Saver
09/13/2012, 14:46:24, Screen Saver
09/13/2012, 14:46:35, Screen Saver
09/13/2012, 14:46:46, Screen Saver
09/13/2012, 14:46:57, Screen Saver
09/13/2012, 14:47:08, Screen Saver
09/13/2012, 14:47:19, Screen Saver
09/13/2012, 14:47:30, Screen Saver
09/13/2012, 14:47:41, Screen Saver
09/13/2012, 14:47:52, Screen Saver
09/13/2012, 14:48:03, Screen Saver
09/13/2012, 14:48:14, Screen Saver
09/13/2012, 14:48:25, Screen Saver
09/13/2012, 14:48:36, Screen Saver
09/13/2012, 14:48:47, Screen Saver
09/13/2012, 14:48:58, Screen Saver
09/13/2012, 14:49:09, Screen Saver
09/13/2012, 14:49:20, Screen Saver
09/13/2012, 14:49:31, Screen Saver
09/13/2012, 14:49:42, Screen Saver
09/13/2012, 14:49:53, Screen Saver
09/13/2012, 14:50:04, Screen Saver
09/13/2012, 14:50:15, Screen Saver
09/13/2012, 14:50:26, Screen Saver
09/13/2012, 14:50:37, Screen Saver
09/13/2012, 14:50:48, Screen Saver
09/13/2012, 14:50:59, Screen Saver
09/13/2012, 14:51:10, Screen Saver
09/13/2012, 14:51:21, Screen Saver
09/13/2012, 14:51:32, Screen Saver
09/13/2012, 14:51:43, Screen Saver
09/13/2012, 14:51:55, Screen Saver
09/13/2012, 14:52:06, Screen Saver
09/13/2012, 14:52:17, Screen Saver
09/13/2012, 14:52:28, Screen Saver
09/13/2012, 14:52:39, Screen Saver
09/13/2012, 14:52:50, Screen Saver
09/13/2012, 14:53:01, Screen Saver
09/13/2012, 14:53:12, Screen Saver
09/13/2012, 14:53:23, Screen Saver
09/13/2012, 14:53:34, Screen Saver
09/13/2012, 14:53:45, Screen Saver
09/13/2012, 14:53:56, Screen Saver
09/13/2012, 14:54:07, Screen Saver
09/13/2012, 14:54:18, Screen Saver
09/13/2012, 14:54:29, Screen Saver
09/13/2012, 14:54:40, Screen Saver
09/13/2012, 14:54:51, Screen Saver
09/13/2012, 14:55:02, Screen Saver
09/13/2012, 14:55:13, Screen Saver
09/13/2012, 14:55:24, Screen Saver
09/13/2012, 14:55:35, Screen Saver
09/13/2012, 14:55:46, Screen Saver
09/13/2012, 14:55:57, Screen Saver
09/13/2012, 14:56:08, Screen Saver
09/13/2012, 14:56:19, Screen Saver
09/13/2012, 14:56:30, Screen Saver
09/13/2012, 14:56:41, Screen Saver
09/13/2012, 14:56:52, Screen Saver
09/13/2012, 14:57:03, Screen Saver
09/13/2012, 14:57:14, Screen Saver
09/13/2012, 14:57:25, Screen Saver
09/13/2012, 14:57:36, Screen Saver
09/13/2012, 14:57:48, Screen Saver
09/13/2012, 14:57:59, Screen Saver
09/13/2012, 14:58:10, Screen Saver
09/13/2012, 14:58:21, Screen Saver
09/13/2012, 14:58:32, Screen Saver
09/13/2012, 14:58:43, Screen Saver
09/13/2012, 14:58:54, Screen Saver
09/13/2012, 14:59:05, Screen Saver
09/13/2012, 14:59:16, Screen Saver
09/13/2012, 14:59:27, Screen Saver
09/13/2012, 14:59:38, Screen Saver
09/13/2012, 14:59:49, Screen Saver
09/13/2012, 15:00:00, Screen Saver
09/13/2012, 15:00:11, Screen Saver
09/13/2012, 15:00:22, Screen Saver
09/13/2012, 15:00:33, Screen Saver
09/13/2012, 15:00:44, Screen Saver
09/13/2012, 15:00:55, Screen Saver
09/13/2012, 15:01:06, Screen Saver
09/13/2012, 15:01:13, Note,8
09/13/2012, 15:01:23, Screen Saver
09/13/2012, 15:01:34, Screen Saver
09/13/2012, 15:01:45, Screen Saver
09/13/2012, 15:01:56, Screen Saver
09/13/2012, 15:02:04, Note,8
09/13/2012, 15:02:05, Note,8
09/13/2012, 15:02:06, Note,7
09/13/2012, 15:02:06, Note,7
09/13/2012, 15:02:07, Note,7
09/13/2012, 15:02:07, Note,7
09/13/2012, 15:02:08, Note,6
09/13/2012, 15:02:08, Note,6
09/13/2012, 15:02:08, Note,6
09/13/2012, 15:02:09, Note,6
09/13/2012, 15:02:10, Note,5
09/13/2012, 15:02:10, Note,5
09/13/2012, 15:02:10, Note,5
09/13/2012, 15:02:11, Note,6
09/13/2012, 15:02:11, Note,5
09/13/2012, 15:02:12, Note,4
09/13/2012, 15:02:20, Note,1
09/13/2012, 15:02:21, Note,5
09/13/2012, 15:02:21, Note,4
09/13/2012, 15:02:21, Note,3
09/13/2012, 15:02:21, Note,2
09/13/2012, 15:02:22, Note,1
09/13/2012, 15:02:22, Note,1
09/13/2012, 15:02:23, Note,2
09/13/2012, 15:02:23, Note,3
09/13/2012, 15:02:23, Note,4
09/13/2012, 15:02:23, Note,5
09/13/2012, 15:02:23, Note,5
09/13/2012, 15:02:23, Note,4
09/13/2012, 15:02:23, Note,3
09/13/2012, 15:02:23, Note,2
09/13/2012, 15:02:23, Note,1
09/13/2012, 15:02:25, Note,1
09/13/2012, 15:02:27, Note,1
09/13/2012, 15:02:28, Note,1
09/13/2012, 15:02:28, Note,1
09/13/2012, 15:02:28, Note,1
09/13/2012, 15:02:29, Note,1
09/13/2012, 15:02:31, Note,1
09/13/2012, 15:02:31, Note,1
09/13/2012, 15:02:32, Note,2
09/13/2012, 15:02:32, Note,2
09/13/2012, 15:02:42, Screen Saver
09/13/2012, 15:02:53, Screen Saver
09/13/2012, 15:03:04, Screen Saver
09/13/2012, 15:03:15, Screen Saver
09/13/2012, 15:03:26, Screen Saver
09/13/2012, 15:03:37, Screen Saver
09/13/2012, 15:03:49, Screen Saver
09/13/2012, 15:03:49, Switching to instrument 0
09/13/2012, 15:03:51, Note,3
09/13/2012, 15:03:51, Note,2
09/13/2012, 15:03:52, Note,3
09/13/2012, 15:03:53, Note,1
09/13/2012, 15:03:53, Note,1
09/13/2012, 15:03:53, Note,4
09/13/2012, 15:03:53, Note,4
09/13/2012, 15:03:54, Note,2
09/13/2012, 15:03:55, Note,4
09/13/2012, 15:03:55, Note,1
09/13/2012, 15:03:55, Note,3
09/13/2012, 15:03:55, Note,2
09/13/2012, 15:03:56, Note,2
09/13/2012, 15:03:56, Note,5
09/13/2012, 15:03:56, Note,4
09/13/2012, 15:03:56, Note,1
09/13/2012, 15:03:56, Note,5
09/13/2012, 15:03:56, Note,1
09/13/2012, 15:03:56, Note,5
09/13/2012, 15:03:57, Note,3
09/13/2012, 15:03:57, Note,6
09/13/2012, 15:03:57, Note,2
09/13/2012, 15:03:57, Note,1
09/13/2012, 15:03:57, Note,3
09/13/2012, 15:03:57, Note,2
09/13/2012, 15:03:58, Note,1
09/13/2012, 15:03:58, Note,1
09/13/2012, 15:03:58, Note,5
09/13/2012, 15:03:58, Note,2
09/13/2012, 15:03:58, Note,2
09/13/2012, 15:03:58, Note,3
09/13/2012, 15:03:58, Note,3
09/13/2012, 15:03:59, Note,4
09/13/2012, 15:04:02, Note,1
09/13/2012, 15:04:02, Note,1
09/13/2012, 15:04:03, Note,1
09/13/2012, 15:04:03, Note,1
09/13/2012, 15:04:04, Note,5
09/13/2012, 15:04:04, Note,5
09/13/2012, 15:04:06, Note,4
09/13/2012, 15:04:09, Note,1
09/13/2012, 15:04:11, Note,1
09/13/2012, 15:04:11, Note,3
09/13/2012, 15:04:11, Note,3
09/13/2012, 15:04:13, Note,3
09/13/2012, 15:04:14, Note,2
09/13/2012, 15:04:14, Note,2
09/13/2012, 15:04:14, Note,2
09/13/2012, 15:04:15, Note,2
09/13/2012, 15:04:15, Note,3
09/13/2012, 15:04:15, Note,2
09/13/2012, 15:04:16, Note,3
09/13/2012, 15:04:17, Note,4
09/13/2012, 15:04:17, Note,5
09/13/2012, 15:04:18, Note,5
09/13/2012, 15:04:19, Note,4
09/13/2012, 15:04:19, Note,4
09/13/2012, 15:04:21, Note,5
09/13/2012, 15:04:21, Note,5
09/13/2012, 15:04:22, Note,5
09/13/2012, 15:04:24, Note,6
09/13/2012, 15:04:27, Note,6
09/13/2012, 15:04:27, Note,6
09/13/2012, 15:04:29, Note,6
09/13/2012, 15:04:30, Note,6
09/13/2012, 15:04:30, Note,6
09/13/2012, 15:04:31, Note,6
09/13/2012, 15:04:32, Note,6
09/13/2012, 15:04:33, Note,6
09/13/2012, 15:04:33, Note,6
09/13/2012, 15:04:34, Note,6
09/13/2012, 15:04:36, Note,5
09/13/2012, 15:04:36, Note,5
09/13/2012, 15:04:39, Note,3
09/13/2012, 15:04:41, Note,3
09/13/2012, 15:04:47, Note,2
09/13/2012, 15:04:48, Note,2
09/13/2012, 15:04:50, Note,3
09/13/2012, 15:04:51, Note,5
09/13/2012, 15:04:53, Note,4
09/13/2012, 15:04:53, Note,4
09/13/2012, 15:04:54, Note,5
09/13/2012, 15:04:54, Note,4
09/13/2012, 15:04:56, Note,5
09/13/2012, 15:04:56, Note,5
09/13/2012, 15:04:57, Note,5
09/13/2012, 15:04:58, Note,6
09/13/2012, 15:04:59, Note,6
09/13/2012, 15:04:59, Note,6
09/13/2012, 15:04:59, Note,6
09/13/2012, 15:04:59, Note,6
09/13/2012, 15:05:00, Note,6
09/13/2012, 15:05:01, Note,7
09/13/2012, 15:05:02, Note,7
09/13/2012, 15:05:02, Note,7
09/13/2012, 15:05:03, Note,6
09/13/2012, 15:05:05, Note,4
09/13/2012, 15:05:15, Screen Saver
09/13/2012, 15:05:26, Screen Saver
09/13/2012, 15:05:37, Screen Saver
09/13/2012, 15:05:48, Screen Saver
09/13/2012, 15:05:59, Screen Saver
09/13/2012, 15:06:10, Screen Saver
09/13/2012, 15:06:21, Screen Saver
09/13/2012, 15:06:32, Screen Saver
09/13/2012, 15:06:43, Screen Saver
09/13/2012, 15:06:50, Note,5
09/13/2012, 15:06:51, Note,5
09/13/2012, 15:06:52, Note,5
09/13/2012, 15:06:52, Note,4
09/13/2012, 15:06:53, Note,3
09/13/2012, 15:07:03, Screen Saver
09/13/2012, 15:07:14, Screen Saver
09/13/2012, 15:07:25, Screen Saver
09/13/2012, 15:07:36, Screen Saver
09/13/2012, 15:07:47, Screen Saver
09/13/2012, 15:07:58, Screen Saver
09/13/2012, 15:08:09, Screen Saver
09/13/2012, 15:08:20, Screen Saver
09/13/2012, 15:08:31, Screen Saver
09/13/2012, 15:08:42, Screen Saver
09/13/2012, 15:08:53, Screen Saver
09/13/2012, 15:09:04, Screen Saver
09/13/2012, 15:09:15, Screen Saver
09/13/2012, 15:09:26, Screen Saver
09/13/2012, 15:09:37, Screen Saver
09/13/2012, 15:09:48, Screen Saver
09/13/2012, 15:09:59, Screen Saver
09/13/2012, 15:10:11, Screen Saver
09/13/2012, 15:10:22, Screen Saver
09/13/2012, 15:10:33, Screen Saver
09/13/2012, 15:10:44, Screen Saver
09/13/2012, 15:10:51, Note,5
09/13/2012, 15:10:52, Note,5
09/13/2012, 15:10:53, Note,5
09/13/2012, 15:10:55, Note,5
09/13/2012, 15:11:06, Screen Saver
09/13/2012, 15:11:17, Screen Saver
09/13/2012, 15:11:28, Screen Saver
09/13/2012, 15:11:33, Note,7
09/13/2012, 15:11:33, Note,6
09/13/2012, 15:11:34, Note,8
09/13/2012, 15:11:34, Note,8
09/13/2012, 15:11:35, Note,6
09/13/2012, 15:11:35, Note,5
09/13/2012, 15:11:35, Note,4
09/13/2012, 15:11:35, Note,2
09/13/2012, 15:11:35, Note,1
09/13/2012, 15:11:36, Note,1
09/13/2012, 15:11:36, Note,3
09/13/2012, 15:11:36, Note,5
09/13/2012, 15:11:36, Note,6
09/13/2012, 15:11:36, Note,7
09/13/2012, 15:11:47, Screen Saver
09/13/2012, 15:11:58, Screen Saver
09/13/2012, 15:12:09, Screen Saver
09/13/2012, 15:12:20, Screen Saver
09/13/2012, 15:12:25, Note,5
09/13/2012, 15:12:28, Note,4
09/13/2012, 15:12:29, Note,4
09/13/2012, 15:12:29, Note,4
09/13/2012, 15:12:29, Note,4
09/13/2012, 15:12:30, Note,4
09/13/2012, 15:12:31, Note,4
09/13/2012, 15:12:31, Note,4
09/13/2012, 15:12:32, Note,4
09/13/2012, 15:12:32, Note,4
09/13/2012, 15:12:33, Note,4
09/13/2012, 15:12:35, Note,5
09/13/2012, 15:12:35, Note,4
09/13/2012, 15:12:37, Note,2
09/13/2012, 15:12:37, Note,3
09/13/2012, 15:12:38, Note,2
09/13/2012, 15:12:41, Note,2
09/13/2012, 15:12:41, Note,1
09/13/2012, 15:12:43, Note,2
09/13/2012, 15:12:43, Note,2
09/13/2012, 15:12:43, Note,2
09/13/2012, 15:12:44, Note,2
09/13/2012, 15:12:45, Note,1
09/13/2012, 15:12:45, Note,2
09/13/2012, 15:12:45, Note,2
09/13/2012, 15:12:46, Note,1
09/13/2012, 15:12:47, Note,2
09/13/2012, 15:12:47, Note,1
09/13/2012, 15:12:47, Note,1
09/13/2012, 15:12:51, Note,1
09/13/2012, 15:13:01, Screen Saver
09/13/2012, 15:13:12, Screen Saver
09/13/2012, 15:13:23, Screen Saver
09/13/2012, 15:13:34, Screen Saver
09/13/2012, 15:13:45, Screen Saver
09/13/2012, 15:13:56, Screen Saver
09/13/2012, 15:14:07, Screen Saver
09/13/2012, 15:14:18, Screen Saver
09/13/2012, 15:14:29, Screen Saver
09/13/2012, 15:14:40, Screen Saver
09/13/2012, 15:14:51, Screen Saver
09/13/2012, 15:15:02, Screen Saver
09/13/2012, 15:15:13, Screen Saver
09/13/2012, 15:15:24, Screen Saver
09/13/2012, 15:15:35, Screen Saver
09/13/2012, 15:15:46, Screen Saver
09/13/2012, 15:15:57, Screen Saver
09/13/2012, 15:16:08, Screen Saver
09/13/2012, 15:16:19, Screen Saver
09/13/2012, 15:16:30, Screen Saver
09/13/2012, 15:16:41, Screen Saver
09/13/2012, 15:16:52, Screen Saver
09/13/2012, 15:17:03, Screen Saver
09/13/2012, 15:17:15, Screen Saver
09/13/2012, 15:17:26, Screen Saver
09/13/2012, 15:17:37, Screen Saver
09/13/2012, 15:17:48, Screen Saver
09/13/2012, 15:17:59, Screen Saver
09/13/2012, 15:18:10, Screen Saver
09/13/2012, 15:18:21, Screen Saver
09/13/2012, 15:18:32, Screen Saver
09/13/2012, 15:18:43, Screen Saver
09/13/2012, 15:18:54, Screen Saver
09/13/2012, 15:19:05, Screen Saver
09/13/2012, 15:19:16, Screen Saver
09/13/2012, 15:19:27, Screen Saver
09/13/2012, 15:19:38, Screen Saver
09/13/2012, 15:19:49, Screen Saver
09/13/2012, 15:20:00, Screen Saver
09/13/2012, 15:20:11, Screen Saver
09/13/2012, 15:20:22, Screen Saver
09/13/2012, 15:20:33, Screen Saver
09/13/2012, 15:20:44, Screen Saver
09/13/2012, 15:20:55, Screen Saver
09/13/2012, 15:21:06, Screen Saver
09/13/2012, 15:21:17, Screen Saver
09/13/2012, 15:21:28, Screen Saver
09/13/2012, 15:21:39, Screen Saver
09/13/2012, 15:21:50, Screen Saver
09/13/2012, 15:22:01, Screen Saver
09/13/2012, 15:22:12, Screen Saver
09/13/2012, 15:22:23, Screen Saver
09/13/2012, 15:22:34, Screen Saver
09/13/2012, 15:22:45, Screen Saver
09/13/2012, 15:22:56, Screen Saver
09/13/2012, 15:23:08, Screen Saver
09/13/2012, 15:23:08, Note,1
09/13/2012, 15:23:19, Screen Saver
09/13/2012, 15:23:30, Screen Saver
09/13/2012, 15:23:41, Screen Saver
09/13/2012, 15:23:52, Screen Saver
09/13/2012, 15:24:03, Screen Saver
09/13/2012, 15:24:14, Screen Saver
09/13/2012, 15:24:25, Screen Saver
09/13/2012, 15:24:36, Screen Saver
09/13/2012, 15:24:47, Screen Saver
09/13/2012, 15:24:58, Screen Saver
09/13/2012, 15:25:09, Screen Saver
09/13/2012, 15:25:20, Screen Saver
09/13/2012, 15:25:31, Screen Saver
09/13/2012, 15:25:42, Screen Saver
09/13/2012, 15:25:53, Screen Saver
09/13/2012, 15:26:04, Screen Saver
09/13/2012, 15:26:15, Screen Saver
09/13/2012, 15:26:26, Screen Saver
09/13/2012, 15:26:37, Screen Saver
09/13/2012, 15:26:48, Screen Saver
09/13/2012, 15:26:59, Screen Saver
09/13/2012, 15:27:10, Screen Saver
09/13/2012, 15:27:21, Screen Saver
09/13/2012, 15:27:32, Screen Saver
09/13/2012, 15:27:43, Screen Saver
09/13/2012, 15:27:54, Screen Saver
09/13/2012, 15:28:05, Screen Saver
09/13/2012, 15:28:16, Screen Saver
09/13/2012, 15:28:27, Screen Saver
09/13/2012, 15:28:38, Screen Saver
09/13/2012, 15:28:49, Screen Saver
09/13/2012, 15:29:00, Screen Saver
09/13/2012, 15:29:11, Screen Saver
09/13/2012, 15:29:22, Screen Saver
09/13/2012, 15:29:34, Screen Saver
09/13/2012, 15:29:45, Screen Saver
09/13/2012, 15:29:56, Screen Saver
09/13/2012, 15:30:07, Screen Saver
09/13/2012, 15:30:18, Screen Saver
09/13/2012, 15:30:29, Screen Saver
09/13/2012, 15:30:40, Screen Saver
09/13/2012, 15:30:51, Screen Saver
09/13/2012, 15:31:02, Screen Saver
09/13/2012, 15:31:13, Screen Saver
09/13/2012, 15:31:24, Screen Saver
09/13/2012, 15:31:35, Screen Saver
09/13/2012, 15:31:46, Screen Saver
09/13/2012, 15:31:57, Screen Saver
09/13/2012, 15:32:08, Screen Saver
09/13/2012, 15:32:19, Screen Saver
09/13/2012, 15:32:30, Screen Saver
09/13/2012, 15:32:41, Screen Saver
09/13/2012, 15:32:52, Screen Saver
09/13/2012, 15:32:54, Note,7
09/13/2012, 15:32:54, Note,8
09/13/2012, 15:32:54, Note,8
09/13/2012, 15:32:55, Note,8
09/13/2012, 15:32:56, Note,4
09/13/2012, 15:32:56, Note,3
09/13/2012, 15:32:56, Note,4
09/13/2012, 15:32:57, Note,3
09/13/2012, 15:32:57, Note,3
09/13/2012, 15:32:57, Note,4
09/13/2012, 15:32:57, Note,5
09/13/2012, 15:32:57, Note,5
09/13/2012, 15:32:57, Note,3
09/13/2012, 15:32:57, Note,2
09/13/2012, 15:32:57, Note,1
09/13/2012, 15:32:58, Note,3
09/13/2012, 15:32:58, Note,8
09/13/2012, 15:32:58, Note,5
09/13/2012, 15:32:58, Note,4
09/13/2012, 15:32:58, Note,3
09/13/2012, 15:32:59, Note,2
09/13/2012, 15:32:59, Note,1
09/13/2012, 15:32:59, Note,8
09/13/2012, 15:32:59, Note,4
09/13/2012, 15:32:59, Switching to instrument 1
09/13/2012, 15:32:59, Note,4
09/13/2012, 15:33:00, Switching to instrument 2
09/13/2012, 15:33:01, Note,8
09/13/2012, 15:33:01, Switching to instrument 3
09/13/2012, 15:33:01, Note,8
09/13/2012, 15:33:01, Note,8
09/13/2012, 15:33:01, Note,8
09/13/2012, 15:33:01, Note,1
09/13/2012, 15:33:01, Note,8
09/13/2012, 15:33:01, Note,8
09/13/2012, 15:33:01, Note,2
09/13/2012, 15:33:01, Note,8
09/13/2012, 15:33:01, Note,8
09/13/2012, 15:33:02, Note,8
09/13/2012, 15:33:02, Note,4
09/13/2012, 15:33:02, Note,8
09/13/2012, 15:33:02, Note,4
09/13/2012, 15:33:02, Note,4
09/13/2012, 15:33:02, Note,4
09/13/2012, 15:33:02, Note,3
09/13/2012, 15:33:03, Note,3
09/13/2012, 15:33:03, Note,4
09/13/2012, 15:33:03, Note,4
09/13/2012, 15:33:03, Note,3
09/13/2012, 15:33:03, Note,2
09/13/2012, 15:33:03, Note,3
09/13/2012, 15:33:04, Note,4
09/13/2012, 15:33:04, Note,4
09/13/2012, 15:33:05, Note,2
09/13/2012, 15:33:05, Note,3
09/13/2012, 15:33:05, Note,4
09/13/2012, 15:33:05, Note,4
09/13/2012, 15:33:08, Note,5
09/13/2012, 15:33:08, Note,4
09/13/2012, 15:33:09, Note,4
09/13/2012, 15:33:10, Note,3
09/13/2012, 15:33:10, Note,3
09/13/2012, 15:33:11, Note,2
09/13/2012, 15:33:11, Note,2
09/13/2012, 15:33:11, Note,3
09/13/2012, 15:33:12, Note,3
09/13/2012, 15:33:12, Note,2
09/13/2012, 15:33:12, Note,5
09/13/2012, 15:33:12, Note,2
09/13/2012, 15:33:12, Note,5
09/13/2012, 15:33:12, Note,6
09/13/2012, 15:33:13, Note,6
09/13/2012, 15:33:13, Note,1
09/13/2012, 15:33:13, Note,7
09/13/2012, 15:33:14, Note,5
09/13/2012, 15:33:14, Note,7
09/13/2012, 15:33:14, Note,6
09/13/2012, 15:33:14, Note,5
09/13/2012, 15:33:15, Note,3
09/13/2012, 15:33:15, Note,2
09/13/2012, 15:33:15, Note,4
09/13/2012, 15:33:15, Note,6
09/13/2012, 15:33:15, Note,2
09/13/2012, 15:33:16, Note,6
09/13/2012, 15:33:16, Note,4
09/13/2012, 15:33:16, Note,5
09/13/2012, 15:33:16, Note,7
09/13/2012, 15:33:17, Note,6
09/13/2012, 15:33:17, Note,5
09/13/2012, 15:33:18, Note,6
09/13/2012, 15:33:18, Note,4
09/13/2012, 15:33:18, Note,6
09/13/2012, 15:33:18, Note,3
09/13/2012, 15:33:18, Note,2
09/13/2012, 15:33:18, Note,5
09/13/2012, 15:33:19, Note,6
09/13/2012, 15:33:19, Note,3
09/13/2012, 15:33:19, Note,3
09/13/2012, 15:33:19, Note,3
09/13/2012, 15:33:20, Note,6
09/13/2012, 15:33:20, Note,4
09/13/2012, 15:33:20, Note,7
09/13/2012, 15:33:20, Note,4
09/13/2012, 15:33:21, Note,6
09/13/2012, 15:33:21, Note,4
09/13/2012, 15:33:21, Note,2
09/13/2012, 15:33:21, Note,7
09/13/2012, 15:33:21, Note,6
09/13/2012, 15:33:21, Note,5
09/13/2012, 15:33:22, Note,4
09/13/2012, 15:33:22, Note,5
09/13/2012, 15:33:22, Note,6
09/13/2012, 15:33:23, Note,2
09/13/2012, 15:33:23, Note,1
09/13/2012, 15:33:25, Note,7
09/13/2012, 15:33:25, Note,2
09/13/2012, 15:33:25, Note,2
09/13/2012, 15:33:26, Note,5
09/13/2012, 15:33:26, Note,5
09/13/2012, 15:33:27, Note,6
09/13/2012, 15:33:29, Note,3
09/13/2012, 15:33:29, Note,2
09/13/2012, 15:33:29, Note,4
09/13/2012, 15:33:29, Note,5
09/13/2012, 15:33:29, Note,5
09/13/2012, 15:33:30, Note,4
09/13/2012, 15:33:30, Note,4
09/13/2012, 15:33:30, Note,4
09/13/2012, 15:33:31, Note,5
09/13/2012, 15:33:31, Note,4
09/13/2012, 15:33:31, Note,3
09/13/2012, 15:33:31, Note,2
09/13/2012, 15:33:31, Note,3
09/13/2012, 15:33:32, Note,3
09/13/2012, 15:33:32, Note,3
09/13/2012, 15:33:34, Note,2
09/13/2012, 15:33:34, Note,1
09/13/2012, 15:33:35, Note,3
09/13/2012, 15:33:36, Note,1
09/13/2012, 15:33:46, Screen Saver
09/13/2012, 15:33:57, Screen Saver
09/13/2012, 15:34:08, Screen Saver
09/13/2012, 15:34:19, Screen Saver
09/13/2012, 15:34:30, Screen Saver
09/13/2012, 15:34:41, Screen Saver
09/13/2012, 15:34:52, Screen Saver
09/13/2012, 15:35:03, Screen Saver
09/13/2012, 15:35:15, Screen Saver
09/13/2012, 15:35:26, Screen Saver
09/13/2012, 15:35:37, Screen Saver
09/13/2012, 15:35:48, Screen Saver
09/13/2012, 15:35:59, Screen Saver
09/13/2012, 15:36:10, Screen Saver
09/13/2012, 15:36:21, Screen Saver
09/13/2012, 15:36:32, Screen Saver
09/13/2012, 15:36:43, Screen Saver
09/13/2012, 15:36:54, Screen Saver
09/13/2012, 15:37:05, Screen Saver
09/13/2012, 15:37:16, Screen Saver
09/13/2012, 15:37:27, Screen Saver
09/13/2012, 15:37:38, Screen Saver
09/13/2012, 15:37:49, Screen Saver
09/13/2012, 15:38:00, Screen Saver
09/13/2012, 15:38:11, Screen Saver
09/13/2012, 15:38:22, Screen Saver
09/13/2012, 15:38:33, Screen Saver
09/13/2012, 15:38:44, Screen Saver
09/13/2012, 15:38:55, Screen Saver
09/13/2012, 15:39:06, Screen Saver
09/13/2012, 15:39:17, Screen Saver
09/13/2012, 15:39:28, Screen Saver
09/13/2012, 15:39:39, Screen Saver
09/13/2012, 15:39:50, Screen Saver
09/13/2012, 15:40:01, Screen Saver
